car_id,model,price,depreciation,mileage,road_tax,deregistration_value,coe,curb_weight,power,car_features,car_accessories,descriptions,age_of_car,years_since_launch,trasmission_Auto,trasmission_Manual,number_of_owner_More than 6,type_Hatchback,type_Luxury Sedan,type_MPV,type_Mid-Sized Sedan,type_SUV,type_Sports Car,type_Stationwagon,type_Truck,type_Van
661,Lexus IS Turbo IS300 Executive,126800.0,20225.0,64750.0,1210.0,53619.0,37994.5,1620.0,180.0,Features 2.0L four cylinder in-line 16 valve DOHC twin-scroll turbo charged dual VVT-IW engine. Rear wheel drive. 8 speed auto transmission. 241bhp. View specs of the Lexus IS 300 (2016-2020)Features 2.0L four cylinders inline 16 valve DOHC twin-scroll turbo charged dual VVT-iW engine. Rear wheel drive. 8 speed auto transmission. 241bhp. View specs of the Lexus IS 300 (2016-2020),Accessories Navigation. Sports rims. Leather seats. Keyless entry. Push start/stop. Factory fitted 10.3 inch audio player. Reverse sensors with camera.Accessories Navigation. Sports rims. Leather seats. Keyless entry. Push start/stop. Factory fitted 10.3 inch audio player. Reverse sensors with camera.,"Description 1 owner only. Low mileage done. Agent service by Boneo motors. Original pearl white paint with black interior. Non smoker unit, always park indoor. Tip top condition, view to believe. Flexible in house loan available. Low down payment available for bank loan. Please call or visit us for more details.Description 1 owner. Immaculate condition. Well taken care of. Various loan schemes to suit your needs. High trade in. Don't miss! Call now for a viewing today! You won't be disappointed!",4.9188657254616635,5.5,1,0,0,0,1,0,0,0,0,0,0,0
662,Lexus IS250 ,73000.0,12010.0,137894.0,2700.0,21816.0,33568.0,1625.0,153.0,"Features 2.5L V6 dual VVT-I engine, 205bhp, 8.4 seconds (0 to 100km/h), 6 speed auto transmission, 252nm torque, paddle shifters. View specs of the Lexus IS250 (2006-2013)Features Powerful and responsive 2.5L V6 engine, 6 speed auto transmission, 205bhp, Paddle shifter, Keyless entry/push start, Cruise control View specs of the Lexus IS250 (2006-2013)Features Premium grade V-kool solar film. Rear lamp with side-marker, Upgraded original Lexus front 4-pot brake kit. Tom's strut bar, start button, oil cap. View specs of the Lexus IS250 (2006-2013)Features 2.5l V6 dual VVT-I engine, 205bhp, 8.4 seconds (0 to 100km/h), 6 speed auto transmission, 252nm torque, paddle shifters, cruise control. View specs of View specs of the Lexus IS250 (2006-2013)Features 2.5L V6 dual VVT-I engine with 6 speed transmission producing 205bhp and 252nm torque. Rear wheel drive, bulletproof V6 engine. View specs of the Lexus IS250 (2006-2013)","Accessories Leather seats, new android set, Google and you tube enabled, reluctant sales.Accessories Leather seats, Sports rims, Factory fitted audio system, Retractabme side mirrors, Multi function steering control and reverse sensorAccessories Authentic 19"" F Sport Forged Rims, Michelin PS4s, Original Lexus LED scuff plate and window visors, TEIN absorbers. Authentic F Sport front grille.Accessories Leather seats, sports rims, android head-unit, retractable side mirrors, multi function steering wheel control, reverse sensor & camera.Accessories Android head unit with Apple CarPlay/Android Auto. Upgraded 360-view camera. Rewrapped interior panels to carbon fibre. 18"" Volks racing rims.","Description Upgraded new facelift, new DVD, call for viewing appointment only, cheapest in market, most wear and tear replaced.Description $0 down/full loan available, $6000 sports rims & tyres! Full bodykits, Sport and elegance metallic black color! Low mileage! Bank/In-house loan available, Trade-in welcome, Scrap services, We also buy in your used vehicles higher than market. We are open dailyDescription Mint Condition. Original F sport air intake pipe and front lip. Original leather seats and car mats. 100% accident-free. Vehicle not inside showroom. Consignment vehicle. Please make an appt for viewing. Genuine mileage. Full servicing records. All wear and tear items replaced. No oil leaks. The best unit in the market.Description Upgraded to Tesla audio system as photos. Very well maintained. Full servicing record. Highest trade in. Standard/high bank loan, balloon loan, in house loan. 100% loan available. 1 day loan approval. Viewing & test drive today at Balestier office by appt.Description Well maintained unit with 100% stock internals! Quality of life upgrades like Android player, reupholstered seats and wrapped interior panels for supreme interior condition. Smooth ride with no jerks and bumps, just as Lexus intended. Low depreciation for a luxury executive sedan!",14.322975314502758,15.0,1,0,1,0,1,0,0,0,0,0,0,0
663,Lexus IS250 Luxury ,79800.0,11870.0,157000.0,2520.0,24665.0,35416.0,1625.0,153.0,"Features 2.5L V6 Dual VVT-I Engine. 205bhp. 6 Speed Auto Transmission. 252nm Torque. Paddle Shifters. Cruise Control. View specs of the Lexus IS250 (2006-2013)Features 2.5L V6 Dual VVT-I Engine, 205bhp, 0-100km/h In 8.4 Seconds, 6 Speed Auto Transmission, 252nm Torque, Paddle Shifters, Cruise Control. View specs of the Lexus IS250 (2006-2013)Features 2.5l V6 dual VVT-I engine, 205bhp, 8.4 seconds (0 to 100km/h), 6 speed auto transmission, 252nm torque, paddle shifters, cruise control. View specs of View specs of the Lexus IS250 (2006-2013)","Accessories 2x Electric Leather Seats. 18'' Sports Rims. Paddle Shifters. Cruise Control. Retractable Side Mirrors. Multi Function Steering Control. Reverse Cam.Accessories Electric Leather Seats, Lexus Android Player With Bluetooth, Front/rear Sensors, Rear Electronic Sunshade, Air Venti Seats, Sports Rims.Accessories Leather seats, sports rims, android head-unit, retractable side mirrors, multi function steering wheel control, reverse sensor & camera.","Description I'm Cheapest. Fully Original Stock Condition. 2x Electric Seats. New Leather. New Road Tax Till 14/09/2023. Upgrade Android DVD Player. Car In Very Good Condition. Call Or WhatsApp For Viewing Now.Description Facelifted,All Wear And Tear Replaced With Receipts,100% Loan Available,Ex-Bankruptcy And Bad Credit Welcome,High Trade In.Description Very well maintained. Full servicing record. Highest trade in. Standard/high bank loan, balloon loan, in house loan. 100% loan available. 1 day loan approval. Viewing & test drive today at Balestier office anytime.",13.344893122721937,14.0,1,0,0,0,1,0,0,0,0,0,0,0
664,Lexus IS250C ,95801.5,14520.0,171909.0,2520.0,24746.0,37502.0,1730.0,153.0,"Features 2.5L V6 engine, 205bhp, 6 speed semi auto transmission, Lexus safety connect telematics, adaptive cruise control, keyless push start/stop. View specs of the Lexus IS250C (2009-2014)Features 2.5L V6 Engine, 205bhp, 6 Speed Semi Auto Transmission, Lexus Safety Connect Telematics, Adaptive Cruise Control, Keyless Push Start/stop. View specs of the Lexus IS250C (2009-2014)","Accessories Fully automated roof retract. Keyless entry, cruise control, electronic folding mirrors, multi function steering wheel, all round sensor.Accessories Fully Automated Roof Retract. Keyless Entry, Cruise Control, Electronic Folding Mirrors, Multi Function Steering Wheel, All Round Sensor.","Description Cheapest in town guaranteed! Superbly well maintained condition! Gear transmission smooths like butter! View to believe, 100% accident free! 100% loan, trade in available! Confident buying from a Sgcarmart premium dealer! Do contact one of our friendly sales for more information!Description Guarantee The Best Condition In The Market. My Loss Your Gain. Buy Without Any Repairs Needed. Accident Free/Straight Chassis. Bank Loan Starting From 3.18%. In House/Full Loan Available Too! Consignment/Trade In Available Too! Viewings Are Based On Appointment Only.",13.262701341900017,14.0,1,0,1,0,0,0,0,0,1,0,0,0
665,Lexus LS460,145800.0,28340.0,124000.0,4902.0,114338.0,71509.0,1925.0,285.0,"Features 4.6l V8 engine developing 375 Bhp at maximum torque of 500nm. 8 speed automatic transmissions. 0 to 100km/h in 5.7s, keyless entry/go, auto tailgate. View specs of the Lexus LS460 (2013-2017)","Accessories Factory fitted brakes, 8 speed auto transmission, is f paddle shifters, and many more. Mark Levinson sound system with DVD, Bluetooth, reverse camera.","Description Low depreciation for a spacious and luxury ls460. Comfort drive, high paper value selling near to export value. Best short term usage.",7.80242736929728,8.0,1,0,0,0,1,0,0,0,0,0,0,0
666,Lexus LS500HL Hybrid,552000.0,48920.0,950.0,3100.0,226749.0,87000.0,2285.0,264.0,"Features 3.5l V6 DOHC VVT-iw engine, 350nm with 354 Bhp, 0-100km/h in 5.4s, keyless entry/start, lane assist, blind spot monitoring system.","Accessories Mark Levinson sound system, 12.3"" display infotainment, electric park brake with autohold, front electric and ventilated seats, ambience lightings.","Description Buy with confidence with Lexus certified preowned selection, 145 points certification, approved service history, 5 years/100,000km mileage warranty from date of registration, complimentary servicing inclusive. 1 owner.",0.9311944925849506,1.0,1,0,0,0,1,0,0,0,0,0,0,0
667,Lexus NX Hybrid NX300h Luxury Sunroof,75844.0,24465.0,126500.0,1792.0,45209.5,71020.0,1800.0,147.0,"Features 2.5l 4 cylinder in line 16 valve mated to an electric motor that produces 200bhp, ABS, SRS 8 air bags, four wheel drive, e-CVT automatic transmission. View specs of the Lexus NX 300h Hybrid (2014-2021)Features 2.5l 4 cylinder in line 16 valve mated to an electric motor that produces 200bhp, ABS, SRS 8 air bags, four wheel drive, e-CVT automatic transmission. View specs of the Lexus NX 300h Hybrid (2014-2021)","Accessories Panoramic roof, power tailgate, day running light, GPS with reverse camera, electric ventilated seats, 360 view/blind spot monitor and many extra.Accessories Panoramic roof, power tailgate, day running light, gps with reverse camera, electric ventilated seats, 360 view/blind spot monitor and many extra.","Description High Spec Unit and full agent maintained. Fuel efficient Luxury SUV car. Flexible loan package available. Contact us today for a viewing and test drive at our showroom.Description In house finance & low deposit available! Attractive interest bank rate 2.78%! Flexible loan schemes! Fully serviced by lexus singapore! Very well maintain by previous owner! High ARF value of $54,083 with low depreciation $23,353 only! Low mileage done 16,000km yearly! Trade in and STA evaluation are most welcome! Call now for viewing, before someone grab it!",8.066810930941115,8.0,1,0,0,0,0,0,0,1,0,0,0,0
668,Lexus NX Hybrid NX350h Luxury Sunroof,278888.0,27780.0,6888.0,1784.0,118839.0,80210.0,1790.0,179.0,"Features Lexus' Mid Size Luxury SUV, Powered by Toyota's A25A Inline 4 2.5L Hybrid engine, producing 240hp via an 8 speed e-CVT transmission to it's AWD system View specs of the Lexus NX","Accessories Full options, 20"" Alu wheels, Sunroof, electronic tailgate, HUD, NX Premium sound system, panoramic view, Lexus Multimedia with Navigation & CarPlay.","Description Pristine and low mileage single owner unit in Lexus sonic chrome paint, brilliantly matched with black leather and finished with ash interior trims for a luxurious feel. Always parked under shelter and serviced at lexus singapore with 3 year warranty and 10 years battery warranty inclusive. Accident free. Viewing by appointment only. Financing options and trade in options available.",1.1585917528589231,2.0,1,0,0,0,0,0,0,1,0,0,0,0
669,Lexus NX Turbo NX200t Classic,113800.0,20700.0,78000.0,1210.0,56287.0,53001.0,1700.0,175.0,"Features Powerful 2.0L 4 cylinders inline 16 valve DOHC twin scroll turbocharged engine, 350nm, 234bhp, 6 speed auto, multi function steering. View specs of the Lexus NX 300 (2015-2021)","Accessories Keyless entry/start/stop, factory fitted audio system with Bluetooth, navi, drive mode select, electric seats and paddle shifters.","Description Low and genuine mileage! Superb well maintained by seller, luxurious and smooth driving Lexus SUV, 100% in house loan and bank loan available, call now and arrange viewing with us.",5.706536958338376,6.0,1,0,0,0,0,0,0,1,0,0,0,0
670,Lexus NX Turbo NX200t Executive,80800.0,22110.0,136000.0,1210.0,46020.0,62101.0,1755.0,175.0,Features View specs of the Lexus NX 300 (2015-2021),"Accessories All rounded sensors, keyless entry/start/stop, power tailgate, Bluetooth, navi, drive mode select, electric seats, paddle shifters.",Description High specifications with front and rear in car camera. Borneo Motors unit. Consignment unit. Bank loans and in house loan available. Affordable insurance quotations as well. Contact our friendly sales team to arrange a viewing now!,7.553112300804129,8.0,1,0,0,0,0,0,0,1,0,0,0,0
671,Lexus NX Turbo NX200t F Sport,117000.0,24300.0,86500.0,1210.0,57539.0,56206.0,1755.0,175.0,"Features Powerful 2.0L twin scroll turbocharged engine, 6 speed auto transmission, 8 SRS airbags, multi function steering wheel, keyless entry/start. View specs of the Lexus NX 300 (2015-2021)","Accessories Sports rims, ventilated seats, hill start assist, Lexus premium audio system with 10 speakers, reverse camera, park assist, drive mode select.","Description Lexus NX Turbo F Sport model with bidded carplate to go with sale! Exhilarating driving experience with the practicality of an SUV. Comes with warranty by reputable workshop. Servicing done recently. Well maintained inside out by meticulous owner. View to believe the condition, inspection welcome. Attractive interest rates! In house and bank loan available! Call/WhatsApp for viewing!",6.416125999434266,7.0,1,0,0,0,0,0,0,1,0,0,0,0
672,Lexus NX Turbo NX200t Luxury Sunroof,79300.0,22495.0,118000.0,1210.0,50724.0,71550.5,1755.0,175.0,"Features Powerful 2.0l 4 cylinders inline 16 valve DOHC twin scroll turbo-charged engine, dual VVT-iw, ABS, airbags, paddle shifter, keyless entry/start/stop. View specs of the Lexus NX 300 (2015-2021)Features Powerful 2.0l 4 Cylinders Inline 16 Valve DOHC Twin Scroll Turbo-charged Engine Dual VVT-IW, ABS, Traction Control, Airbags, Paddle Shifter. View specs of the Lexus NX 300 (2015-2021)","Accessories Panoramic roof, ventilated seats only in luxury model, electric memory seats, power tailgate, factory fitted audio system, reverse camera, Bluetooth.Accessories Panoramic Roof, Ventilated Seats Only In Luxury Model. Keyless Entry/start/stop, Power Tailgate, Factory Fitted Audio System, 360 Camera.","Description Fully Maintained by Lexus, extremely well maintained by previous owner, no repairs needed, trade in and loan available, call now to make appointment to view!Description Borneo Motors Unit, Luxury Model With Factory Panoramic Roof And Parf $28940, Buyback At $35,000 Can Be Arrange, Sporty Black On Black Leather Interior, Only 17,000km P.A, New Enkei 20' Rim With Pirelli Tyres, Just Service And New Road Tax, Smooth Engine And Gearbox, Perfect Undercarriage And No Sound, Flexi In-house Loan And High Trade In Available, View Today At Our Showroom.",7.817495862447965,8.0,1,0,0,0,0,0,0,1,0,0,0,0
673,Lexus NX Turbo NX300 Executive,149300.0,20960.0,68669.5,1210.0,58928.0,37051.5,1755.0,175.0,"Features 2.0l 4 cylinder inline 16 valve twin scroll turbocharged dual VVT-iw and d-4st, 6 speed auto, 8 airbags, cruise control, paddle shifter, rain sensing. View specs of the Lexus NX 300 (2015-2021)Features A 4 door SUV with a 2.0 litres inline 16 engine twin turbo charged with a 6 speed auto transmission. Comes with 8 airbags and cruise control. View specs of the Lexus NX 300 (2015-2021)","Accessories 18"" alloy rims, keyless entry, contactless boot release, 10.3"" premium interface/GPS navi/BT/rev cam, Lexus safety sensing, rear aircon, electric seatAccessories Keyless push start, front electric seats, dual climate aircon with rear aircon, navigation and auto rain sensors.","Description 1 owner! Purchase from an award winning dealership! Agent warranty and service inclusive till April 2025! STA evaluated quality preowned with low mileage and agent service records for peace of mind! 100% loan approval with our flexible in house financing options! View today!Description Full agent maintained and serviced, warranty until January 2024. Flexible loan up to 100% loan available. Viewing by appointment only, call and make arrangement with our sales representative today!",4.105167095324677,5.0,1,0,0,0,0,0,0,1,0,0,0,0
674,Lexus NX Turbo NX300 Luxury Moonroof,201800.0,21660.0,23000.0,1210.0,79745.0,47806.0,1755.0,175.0,"Features Powerful 2.0L twin scroll turbocharged VVT-iW engine. 6 speed automatic. 4WD. Keyless entry/start. Electric tailgate. Led headlight and DRL. View specs of the Lexus NX 300 (2015-2021)Features 2L 4-cylinder in-line 16-valve DOHC Twin Scroll Turbocharged Engine Producing 234bhp, 350Nm Torque, 0-100km/h In 7.1s, 6-speed Transmission, FC 12.7KM View specs of the Lexus NX 300 (2015-2021)Features Luxury Model With Panoramic Glass Roof, BSM, RCTA, Driver's Memory Seat, Ventilated Front Seats. 2.0L Inline 4 Twin-scroll Turbocharged, Dual VVT-iW. View specs of the Lexus NX 300 (2015-2021)Features Powerful 2.0L turbocharged engine, 6 speed auto transmission, paddle shifters, cruise control, ABS, airbags, AWD, keyless entry, push start/stop. View specs of the Lexus NX 300 (2015-2021)Features Powered by a powerful 2.0L turbocharged engine mated to a 6 speed automatic, producing 234 bhp and 350 nm of torque. 0-100 km/h in 7.1s, AWD. View specs of the Lexus NX 300 (2015-2021)","Accessories Luxurious leather interior with electric seats. Bluetooth. Lexus premium audio systems with navigation. Moonroof. Front rear and reverse camera.Accessories Keyless Entry/Start/Stop, Paddle Shifters, Rear Aircon, Bluetooth, Navi, 360 Camera, 10 speakers premium audio system, 8x Airbags, Electric TailgateAccessories Lexus 10.3"" Display w Navi, 360 Degree Panoramic View Monitor, Bluetooth, Apple CarPLay/Android Auto, Wireless Charging. Hands Free Power Back Door.Accessories Electric Memory Ventilated Leather Seats, Apple Play/Android Auto,BSM, Wireless Charger,360 View,10 Premium Speakers, Electric Tailgate,Panoramic roAccessories Smooth leather seats with memory, 60/40 power folding rear seats, blind spot assist, 360 cam, premium audio system, matrix LED headlights, Moonroof.","Description Professionally Vinyl Wrapped In Chicago Blue. 1 Owner Unit. Upon Purchased With 5 Years Agent Warranty. Strictly well Maintained From Day 1 With Full Servicing Records. High Loan Available With Lowest Interest Rates. Trade In Welcome. Whatsapp/SMS To Book An Appointment To View This Beauty. Viewing Strictly Appointment Based.Description 1 Owner Only, Agent Serviced And Maintained! Warranty Until 2026 With 2 More Free Servicing. Attractive bank loan offer or full in house loan available with 100% approval! Trade In Welcome, Viewing Strictly By Appointment Only. Call Us Now!Description Certified Quality Standards. Agent Borneo Motors Unit With Valid 5-Year/Unlimited Mileage Warranty. 6 Complimentary Servicing Sessions By Republic Auto. Fully Serviced And Maintained By Agent.Description In house finance easy and flexible &bank loan available! Flexible loan schemes! Fully serviced and 5 years warranty from Lexus! 1 owner, high spec NX300 luxury Moonroof model! Blind spot/rear cross traffic alert, Lexus safety system+,dynamic radar cruise controlDescription 1 owner agent unit with warranty, High Spec with Moonroof, well maintained by previous owner! Full loan of car price with high trade in available. Price negotiable. Call now or visit our showroom today.",2.243523259708238,3.0,1,0,0,0,0,0,0,1,0,0,0,0
675,Lexus NX Turbo NX350 F Sport,286800.0,28080.0,12000.0,1674.0,139629.0,98889.0,1760.0,205.0,"Features The new Lexus 350 F Sport model, powered by 2.4L turbocharged four cylinders making 274hp, 317 pound feet and 0-100km/h in 7 seconds, all wheel drive. View specs of the Lexus NX 350 (2022)","Accessories 20"" dark chrome wheels. 360 view camera. Apple/Android CarPlay, navigation, keyless entry/start, memory leather seats, electric tailgate.","Description One careful owner, low millage, condition like new. Comes with 5 year agent's warranty & free servicing, peace of mind. Latest high end model & rare unit in the market! Save significantly compared to new car. F sport scuff plate, f sport multi-function steering and leather shift knob, f sport black front grille.Trade in welcome. Flexible loan scheme can be arranged. Contact us now for enquiry!",1.0462629857356354,2.0,1,0,0,0,0,0,0,1,0,0,0,0
676,Lexus RX Turbo RX200t,121800.0,26160.0,102000.0,1210.0,59889.0,56956.0,1890.0,175.0,"Features 2.0L 4 Cylinder Inline 16 Valve DOHC Turbocharged Dual VVT-iw Producing 234bhp, Keyless Entry/start/stop, Cruise Control, Drive Select, Auto Headlight View specs of the Lexus RX","Accessories Electric Memory Ventilated Seats, Rear Aircon, Reverse Camera/sensors, 12.3"" Factory Fitted Touchscreen Infotainment With Navigation,auto Boot Release","Description Extended Lifetime Warranty Included! Fully Agent Maintained, Genuine Low Mileage. 1 Owner Unit In Pristine Condition! 100% Accident Free! Flexible Loan Schemes With Low Interest Rate Available! Trade Ins Welcome! Contact Now!",6.585989013132896,7.0,1,0,0,0,0,0,0,1,0,0,0,0
677,Lexus RX Turbo RX200t Luxury Sunroof,146094.0,26450.0,87978.0,1210.0,70981.0,52053.0,2070.0,175.0,"Features 2.0L twin scroll turbo with 234bhp and 350nm. Blind sport monitoring, ventilated seats, keyless entry, sensor auto boot release. View specs of the Lexus RXFeatures Carro certified pre-owned - no mileage tampering, major accident, fire and flood damage. View specs of the Lexus RX","Accessories Sports rims, leather seats, CD changer, reverse sensors/camera, fog lamps, solar films, 12.3"" remote touch widescreen infotainment system.Accessories All our vehicles have undergone a rigorous 160-point inspection, and comes with 12 months engine & gearbox warranty and 5-day money back guarantee.","Description Buy with confidence with Inchcape certified preowned selection, 145 point inspection, approved service history, 12 months/20,000km warranty, complimentary servicing inclusive.Description Consignment unit - viewing by appointment basis only.",5.903797232310978,6.5,1,0,0,0,0,0,0,1,0,0,0,0
678,Lexus RX270,56800.0,29840.0,103121.0,2002.0,36755.0,75300.0,1840.0,138.0,Features Keyless Entry & Start Engine. Driver Power & Memory Seats. Passengers Power Seats. Steering Controls. Cruise Controls. Auto LED Headlights. & More! View specs of the Lexus RX270 (2012-2015),"Accessories Fully Original. Leather Seats. Sports Rims. In-Dash Infotainment System With Navigation, Bluetooth, Reverse Camera & More. Reverse Sensors.","Description Actual Depreciation Very Low For 1 Year. Min Parf $30k Plus Average Body Value Of $12k. Get Back About $42k At The COE End. Only 1 Previous Owner. Very Low Mileage, Fully Serviced At LEXUS Auth Workshop. Full Original & Stock Condition. Reliable Luxury SUV. Only 1 2014 Unit In The Market. Act Fast As This Unit Will Be Placed For Sale For Limited Period. Call For Viewing Today!",9.158591752858923,10.0,1,0,0,0,0,0,0,1,0,0,0,0
679,Lexus RX300 Luxury Sunroof,193800.0,25450.0,22400.0,1210.0,81303.0,42564.0,1965.0,175.0,Features AWD 2.0 twin scroll turbo. 234bhp/350nm. 6 speed with 3 modes selections. Colour HUD. Blind spot alert. Tyre pressure monitor. Wireless charging.,"Accessories Luxury model: AWD. Sunroof. Triple L LED. 360 camera. Semi-aniline leather. 4 electric seats. Bigger 12.3"" display screen. 12 speakers. 20"" rims.","Description High Spec Luxury Model With 18 Additional Premium Features. Done Only 5,900km Per year! 5 Years Lexus Warranty. Lexus Last Serviced 20,474km. Receipt Available. Best Colour Sonic Titanium/Noble Brown Interior. Nano Ceramic Glass Coated For The Extra Shine. Very Well Cared By Non-Smoker Senior Banker. Totally New. 100% Accident Free. Welcome STA Inspection. Bank Rate 2.78%. Don't Miss Rare Unit!",3.8873588761465947,5.0,1,0,0,0,0,0,1,0,0,0,0,0
680,Lexus RX350 ,80800.0,12240.0,118000.0,4340.0,21586.0,35411.0,1975.0,204.0,"Features Powerful Silky Smooth V6 Engine, 6 Speed Auto Transmission, 8 SRS Airbags, Keyless Entry Push Start, Electric Memory Seats. View specs of the Lexus RX350 (2009-2012)Features Powerful Silky Smooth V6 Engine, 6 Speed Auto Transmission, 8 SRS Airbags, Keyless Entry Start-Stop, Electric Memory Seats. View specs of the Lexus RX350 (2009-2012)Features Powerful silky smooth V6 engine, 6 speed auto transmission, 8 SRS airbags, keyless entry start-stop, electric memory seats. View specs of the Lexus RX350 (2009-2012)","Accessories Power Tailgate. Electric Memory Seats. Rear Aircon. Lexus Entertainment System.Accessories Power Tailgate, Rear Aircon, Lexus Entertainment System.Accessories Upgraded brembo brakes, power tailgate, rear aircon, lexus entertainment system.","Description New Leather Seat And Paintwork, All Wear And Tear Replaced With Receipts, 100% Loan Available, Ex-bankruptcy And Bad Credit Welcome, High Trade In.Description Fully Service By Agent Since Day 1, Free 2 Year Engine And Gearbox Warranty With SGCM, Selling The Cheapest In The Market And Yet Price Is Negotiable, Lowest Genuine Mileage Clocked By Previous Lady Owner, Accident Free And Hassle Free, Drive With A Peace Of Mind, Trade In Or Scrap Car Welcome, Flexible Loan Scheme Can Be Arranged With 2.88% Interest Rate, Hurry Contact Us Now For More InformationDescription 100% loan available, optional warranty available, travel short or long distance with comfort. This ride makes road trips much more easier. Powerful and superb handling, this ride has top convenience features to provide a safe and enjoyable driving experience, plenty of storage space, consignment unit, call now to view!",13.45996161587262,14.0,1,0,0,0,0,0,0,1,0,0,0,0
681,Lexus RX350 Luxury Sunroof,116000.0,25160.0,100000.0,3100.0,75062.0,67756.0,1977.5,212.5,"Features Powerful And Reliable 3.5l V6 Engine, DOHC Dual VVT-i, 6-Speed Shiftable Automatic, Front Wheel Drive, Multi Function Electrical Steering Control. View specs of the Lexus RX350 (2012-2015)Features Powerful 3.5L V6 DOHC With Dual VVT-iW Engine, Producing 296Bhp, 8 Speed Auto, Panoramic Roof, BSM, RCTA, HUD, Auto Tail Gate. View specs of the Lexus RX350","Accessories Sport Rims, Electric Leather Seats With Memory, Auto Tailgate, Bluetooth, NAV, Reverse Camera, Reverse Sensors, Cruise Control, Auto Headlight.Accessories LED headlights with DRL, Parking Sensors with Rear Camera, Panoramic Sunroof, Navigation, Bluetooth, Surround Camera/Sensors, Ventilated Seats.","Description Careful Owner, Agent Maintained, Low Depreciation, Fuel Efficiency, Easy Financing, Flexible Loan Available, Accident Free, 6 Months Free Servicing By Reputable Workshop With 40 Years Experience In The Market For A Peace Of Mind, Call For Viewing/test Drive Now.Description Experience Luxury and Performance with the Lexus RX350, Equipped with top-of-the-line features such as a Panoramic Sunroof, One Owner, 12.3 Inch Multimedia Display With Full-Screen Map And Head-Up Display. Sparingly Use And Well Look After By Owner, Call Us For Arrange Viewing Before It Gone.",7.288728739160293,8.0,1,0,0,0,0,0,0,1,0,0,0,0
682,Lexus RX350L Premium 7-Seater,197400.0,25480.0,58000.0,3100.0,90476.0,36956.0,2090.0,216.0,"Features Powerful 3.5L V6 DOHC With Dual VVT-iW Engine, Producing 289Bhp, 8 Speed Auto, AWD, BSM, RCTA, Power Tailgate, 3 Zone Climate, Keyless Entry/Start View specs of the Lexus 3-Row RX 350L (2016-2021)Features Powerful 3.5L V6 DOHC with dual VVT-I engine, producing 289bhp, 8 speed auto, AWD, BSM, RCTA, power tailgate, 3 zone climate, 20"" rims, keyless go. View specs of the Lexus 3-Row RX 350L (2016-2021)","Accessories 12.3"" Navigation System, Bi-LED Triple 'L' Headlamps And LED Sequential Indicators, Ventilated Seat, GPS.Accessories Lexus premium sound 12.3"" navigation system, Bi-LED triple, headlamps and LED sequential indicators, ventilated seat, wireless charging, GPS.","Description Agent maintained unit. Still under warranty by Lexus with free servicing to go. Drive with assurance! Original paintwork. Pristine Condition. Flexible bank/in house up to 100% loan/trade in available! STA inspection welcome! Highest trade in provided! Contact our friendly staff to arrange for a viewing now! Sunday & PH viewing via appointment only.Description Agent unit with 5 years warranty, full agent service records. Nice bidded number will be retained, can negotiate if number to go along. No dealer please.",4.109276684365772,5.0,1,0,0,0,0,0,0,1,0,0,0,0
683,Lexus RX400h Hybrid ,71888.0,13850.0,139700.0,4308.0,19670.0,37906.0,2040.0,155.0,"Features Powerful, smooth, and responsive 3.3L V6 engine, 207bhp, Auto Transmission, SRS airbags, multi function steering, dual-zone Climatic aircon control. View specs of the Lexus RX400h Hybrid (2006-2009)","Accessories New Leather interior, sports rims, Dual electric seats, Reverse sensors, Fog lamp, cruise control, Sunroof, rear aircon, Auto headlights,Autotailgat","Description Don't miss! Spacious and fuel-efficient Very Well maintained, Accident-free! No repairs needed! 1 year warranty on all major parts and Hybrid battery available.Flexible up to 100% loan/trade-in available! Call or WhatsApp to view now!",14.873660246009607,15.0,1,0,0,0,0,0,0,1,0,0,0,0
684,Lexus RX400h Hybrid Sunroof ,70694.0,11925.0,175500.0,4021.0,18928.0,31933.0,2040.0,155.0,"Features Efficient 3.3L V6 Engine, 5 Speed (A) Transmission, Fuel Consumption Of 22km/L View specs of the Lexus RX400h Hybrid (2006-2009)Features Efficient 3.3L V6 engine, 5 speed (A) transmission, fuel consumption of 22km/l. View specs of the Lexus RX400h Hybrid (2006-2009)","Accessories Premium Leather Upholstery, Dual Electric Seats. Sunroof. Rear Aircon.Accessories Leather interior, sports rims, dual electric seats, reverse sensors, fog lamp, cruise control, Sunroof, rear aircon, auto headlights, and autotailgate","Description 2 Owner Unit! 1 Yr Comprehensive Warranty! $0 Drive-Away Available, Instant Same Day Loan Approval! High Trade-In Valuation For Your Car!Description Fuel-efficient and Spacious Lexus RX400 Hybrid SUV, 100% in house financing at 3.98%, approval case 99%! Call our friendly sales for a viewing!",14.118865725461664,15.0,1,0,0,0,0,0,0,1,0,0,0,0
